title,couplet number,couplet,itemized,itemized_no_punc,annotated,annotated_no_punc
Sonnet XCI,6,"  Wretched in this alone, that thou mayst take/  All this away and me most wretched make.","('wretched', 'in', 'this', 'alone', ',', 'that', 'thou', 'mayst', 'take', '/', 'all', 'this', 'away', 'and', 'me', 'most', 'wretched', 'make', '.')","('', '', 'wretched', 'in', 'this', 'alone', '', 'that', 'thou', 'mayst', 'take', '', '', 'all', 'this', 'away', 'and', 'me', 'most', 'wretched', 'make', '')","(('wretched', 2), ('in', 1), ('this', 1), ('alone', 2), (',', 0), ('that', 1), ('thou', 1), ('mayst', None), ('take', 1), ('/', 0), ('all', 1), ('this', 1), ('away', 2), ('and', 1), ('me', 1), ('most', 1), ('wretched', 2), ('make', 1), ('.', 0))","(('', None), ('', None), ('wretched', 2), ('in', 1), ('this', 1), ('alone', 2), ('', None), ('that', 1), ('thou', 1), ('mayst', None), ('take', 1), ('', None), ('', None), ('all', 1), ('this', 1), ('away', 2), ('and', 1), ('me', 1), ('most', 1), ('wretched', 2), ('make', 1), ('', None))"
Sonnet XCII,0,"But do thy worst to steal thyself away,/For term of life thou art assured mine,","('but', 'do', 'thy', 'worst', 'to', 'steal', 'thyself', 'away', ',', '/', 'for', 'term', 'of', 'life', 'thou', 'art', 'assured', 'mine', ',')","('but', 'do', 'thy', 'worst', 'to', 'steal', 'thyself', 'away', '', 'for', 'term', 'of', 'life', 'thou', 'art', 'assured', 'mine', '')","(('but', 1), ('do', 1), ('thy', 1), ('worst', 1), ('to', 1), ('steal', 1), ('thyself', 2), ('away', 2), (',', 0), ('/', 0), ('for', 1), ('term', 1), ('of', 1), ('life', 1), ('thou', 1), ('art', 1), ('assured', 2), ('mine', 1), (',', 0))","(('but', 1), ('do', 1), ('thy', 1), ('worst', 1), ('to', 1), ('steal', 1), ('thyself', 2), ('away', 2), ('', None), ('for', 1), ('term', 1), ('of', 1), ('life', 1), ('thou', 1), ('art', 1), ('assured', 2), ('mine', 1), ('', None))"
Sonnet XCII,1,"And life no longer than thy love will stay,/For it depends upon that love of thine.","('and', 'life', 'no', 'longer', 'than', 'thy', 'love', 'will', 'stay', ',', '/', 'for', 'it', 'depends', 'upon', 'that', 'love', 'of', 'thine', '.')","('and', 'life', 'no', 'longer', 'than', 'thy', 'love', 'will', 'stay', '', 'for', 'it', 'depends', 'upon', 'that', 'love', 'of', 'thine', '')","(('and', 1), ('life', 1), ('no', 1), ('longer', 2), ('than', 1), ('thy', 1), ('love', 1), ('will', 1), ('stay', 1), (',', 0), ('/', 0), ('for', 1), ('it', 1), ('depends', 2), ('upon', 2), ('that', 1), ('love', 1), ('of', 1), ('thine', 1), ('.', 0))","(('and', 1), ('life', 1), ('no', 1), ('longer', 2), ('than', 1), ('thy', 1), ('love', 1), ('will', 1), ('stay', 1), ('', None), ('for', 1), ('it', 1), ('depends', 2), ('upon', 2), ('that', 1), ('love', 1), ('of', 1), ('thine', 1), ('', None))"
Sonnet XCII,2,"Then need I not to fear the worst of wrongs,/When in the least of them my life hath end.","('then', 'need', 'i', 'not', 'to', 'fear', 'the', 'worst', 'of', 'wrongs', ',', '/', 'when', 'in', 'the', 'least', 'of', 'them', 'my', 'life', 'hath', 'end', '.')","('then', 'need', 'i', 'not', 'to', 'fear', 'the', 'worst', 'of', 'wrongs', '', 'when', 'in', 'the', 'least', 'of', 'them', 'my', 'life', 'hath', 'end', '')","(('then', 1), ('need', 1), ('i', 1), ('not', 1), ('to', 1), ('fear', 1), ('the', 1), ('worst', 1), ('of', 1), ('wrongs', 1), (',', 0), ('/', 0), ('when', 1), ('in', 1), ('the', 1), ('least', 1), ('of', 1), ('them', 1), ('my', 1), ('life', 1), ('hath', 1), ('end', 1), ('.', 0))","(('then', 1), ('need', 1), ('i', 1), ('not', 1), ('to', 1), ('fear', 1), ('the', 1), ('worst', 1), ('of', 1), ('wrongs', 1), ('', None), ('when', 1), ('in', 1), ('the', 1), ('least', 1), ('of', 1), ('them', 1), ('my', 1), ('life', 1), ('hath', 1), ('end', 1), ('', None))"
Sonnet XCII,3,I see a better state to me belongs/Than that which on thy humour doth depend;,"('i', 'see', 'a', 'better', 'state', 'to', 'me', 'belongs', '/', 'than', 'that', 'which', 'on', 'thy', 'humour', 'doth', 'depend', ';')","('i', 'see', 'a', 'better', 'state', 'to', 'me', 'belongs', 'than', 'that', 'which', 'on', 'thy', 'humour', 'doth', 'depend;')","(('i', 1), ('see', 1), ('a', 1), ('better', 2), ('state', 1), ('to', 1), ('me', 1), ('belongs', 2), ('/', 0), ('than', 1), ('that', 1), ('which', 1), ('on', 1), ('thy', 1), ('humour', 2), ('doth', 1), ('depend', 2), (';', 0))","(('i', 1), ('see', 1), ('a', 1), ('better', 2), ('state', 1), ('to', 1), ('me', 1), ('belongs', 2), ('than', 1), ('that', 1), ('which', 1), ('on', 1), ('thy', 1), ('humour', 2), ('doth', 1), ('depend;', None))"
Sonnet XCII,4,"Thou canst not vex me with inconstant mind,/Since that my life on thy revolt doth lie.","('thou', 'canst', 'not', 'vex', 'me', 'with', 'inconstant', 'mind', ',', '/', 'since', 'that', 'my', 'life', 'on', 'thy', 'revolt', 'doth', 'lie', '.')","('thou', 'canst', 'not', 'vex', 'me', 'with', 'inconstant', 'mind', '', 'since', 'that', 'my', 'life', 'on', 'thy', 'revolt', 'doth', 'lie', '')","(('thou', 1), ('canst', None), ('not', 1), ('vex', 1), ('me', 1), ('with', 1), ('inconstant', None), ('mind', 1), (',', 0), ('/', 0), ('since', 1), ('that', 1), ('my', 1), ('life', 1), ('on', 1), ('thy', 1), ('revolt', 2), ('doth', 1), ('lie', 1), ('.', 0))","(('thou', 1), ('canst', None), ('not', 1), ('vex', 1), ('me', 1), ('with', 1), ('inconstant', None), ('mind', 1), ('', None), ('since', 1), ('that', 1), ('my', 1), ('life', 1), ('on', 1), ('thy', 1), ('revolt', 2), ('doth', 1), ('lie', 1), ('', None))"
Sonnet XCII,5,"O, what a happy title do I find,/Happy to have thy love, happy to die!","('o', ',', 'what', 'a', 'happy', 'title', 'do', 'i', 'find', ',', '/', 'happy', 'to', 'have', 'thy', 'love', ',', 'happy', 'to', 'die', '!')","('o', '', 'what', 'a', 'happy', 'title', 'do', 'i', 'find', '', 'happy', 'to', 'have', 'thy', 'love', '', 'happy', 'to', 'die!')","(('o', 1), (',', 0), ('what', 1), ('a', 1), ('happy', 2), ('title', 2), ('do', 1), ('i', 1), ('find', 1), (',', 0), ('/', 0), ('happy', 2), ('to', 1), ('have', 1), ('thy', 1), ('love', 1), (',', 0), ('happy', 2), ('to', 1), ('die', 1), ('!', 0))","(('o', 1), ('', None), ('what', 1), ('a', 1), ('happy', 2), ('title', 2), ('do', 1), ('i', 1), ('find', 1), ('', None), ('happy', 2), ('to', 1), ('have', 1), ('thy', 1), ('love', 1), ('', None), ('happy', 2), ('to', 1), ('die!', None))"
Sonnet XCII,6,"  But what's so blessed-fair that fears no blot?/  Thou mayst be false, and yet I know it not.","('but', ""what's"", 'so', 'blessed', '-', 'fair', 'that', 'fears', 'no', 'blot', '?', '/', 'thou', 'mayst', 'be', 'false', ',', 'and', 'yet', 'i', 'know', 'it', 'not', '.')","('', '', 'but', ""what's"", 'so', 'blessed', 'fair', 'that', 'fears', 'no', 'blot?', '', '', 'thou', 'mayst', 'be', 'false', '', 'and', 'yet', 'i', 'know', 'it', 'not', '')","(('but', 1), (""what's"", 1), ('so', 1), ('blessed', 1), ('-', 0), ('fair', 1), ('that', 1), ('fears', 1), ('no', 1), ('blot', 1), ('?', None), ('/', 0), ('thou', 1), ('mayst', None), ('be', 1), ('false', 1), (',', 0), ('and', 1), ('yet', 1), ('i', 1), ('know', 1), ('it', 1), ('not', 1), ('.', 0))","(('', None), ('', None), ('but', 1), (""what's"", 1), ('so', 1), ('blessed', 1), ('fair', 1), ('that', 1), ('fears', 1), ('no', 1), ('blot?', None), ('', None), ('', None), ('thou', 1), ('mayst', None), ('be', 1), ('false', 1), ('', None), ('and', 1), ('yet', 1), ('i', 1), ('know', 1), ('it', 1), ('not', 1), ('', None))"
Sonnet XCIII,0,"So shall I live, supposing thou art true,/Like a deceived husband; so love's face","('so', 'shall', 'i', 'live', ',', 'supposing', 'thou', 'art', 'true', ',', '/', 'like', 'a', 'deceived', 'husband', ';', 'so', ""love's"", 'face')","('so', 'shall', 'i', 'live', '', 'supposing', 'thou', 'art', 'true', '', 'like', 'a', 'deceived', 'husband;', 'so', ""love's"", 'face')","(('so', 1), ('shall', 1), ('i', 1), ('live', 1), (',', 0), ('supposing', 3), ('thou', 1), ('art', 1), ('true', 1), (',', 0), ('/', 0), ('like', 1), ('a', 1), ('deceived', 2), ('husband', 2), (';', 0), ('so', 1), (""love's"", 1), ('face', 1))","(('so', 1), ('shall', 1), ('i', 1), ('live', 1), ('', None), ('supposing', 3), ('thou', 1), ('art', 1), ('true', 1), ('', None), ('like', 1), ('a', 1), ('deceived', 2), ('husband;', None), ('so', 1), (""love's"", 1), ('face', 1))"
Sonnet XCIII,1,"May still seem love to me, though alter'd new;/Thy looks with me, thy heart in other place:","('may', 'still', 'seem', 'love', 'to', 'me', ',', 'though', ""alter'd"", 'new', ';', '/', 'thy', 'looks', 'with', 'me', ',', 'thy', 'heart', 'in', 'other', 'place', ':')","('may', 'still', 'seem', 'love', 'to', 'me', '', 'though', ""alter'd"", 'new;', 'thy', 'looks', 'with', 'me', '', 'thy', 'heart', 'in', 'other', 'place', '')","(('may', 1), ('still', 1), ('seem', 1), ('love', 1), ('to', 1), ('me', 1), (',', 0), ('though', 1), (""alter'd"", None), ('new', 1), (';', 0), ('/', 0), ('thy', 1), ('looks', 1), ('with', 1), ('me', 1), (',', 0), ('thy', 1), ('heart', 1), ('in', 1), ('other', 2), ('place', 1), (':', None))","(('may', 1), ('still', 1), ('seem', 1), ('love', 1), ('to', 1), ('me', 1), ('', None), ('though', 1), (""alter'd"", None), ('new;', None), ('thy', 1), ('looks', 1), ('with', 1), ('me', 1), ('', None), ('thy', 1), ('heart', 1), ('in', 1), ('other', 2), ('place', 1), ('', None))"
Sonnet XCIII,2,"For there can live no hatred in thine eye,/Therefore in that I cannot know thy change.","('for', 'there', 'can', 'live', 'no', 'hatred', 'in', 'thine', 'eye', ',', '/', 'therefore', 'in', 'that', 'i', 'cannot', 'know', 'thy', 'change', '.')","('for', 'there', 'can', 'live', 'no', 'hatred', 'in', 'thine', 'eye', '', 'therefore', 'in', 'that', 'i', 'cannot', 'know', 'thy', 'change', '')","(('for', 1), ('there', 1), ('can', 1), ('live', 1), ('no', 1), ('hatred', 2), ('in', 1), ('thine', 1), ('eye', 1), (',', 0), ('/', 0), ('therefore', 2), ('in', 1), ('that', 1), ('i', 1), ('cannot', 2), ('know', 1), ('thy', 1), ('change', 1), ('.', 0))","(('for', 1), ('there', 1), ('can', 1), ('live', 1), ('no', 1), ('hatred', 2), ('in', 1), ('thine', 1), ('eye', 1), ('', None), ('therefore', 2), ('in', 1), ('that', 1), ('i', 1), ('cannot', 2), ('know', 1), ('thy', 1), ('change', 1), ('', None))"
Sonnet XCIII,3,"In many's looks the false heart's history/Is writ in moods and frowns and wrinkles strange,","('in', ""many's"", 'looks', 'the', 'false', ""heart's"", 'history', '/', 'is', 'writ', 'in', 'moods', 'and', 'frowns', 'and', 'wrinkles', 'strange', ',')","('in', ""many's"", 'looks', 'the', 'false', ""heart's"", 'history', 'is', 'writ', 'in', 'moods', 'and', 'frowns', 'and', 'wrinkles', 'strange', '')","(('in', 1), (""many's"", None), ('looks', 1), ('the', 1), ('false', 1), (""heart's"", 1), ('history', 3), ('/', 0), ('is', 1), ('writ', 1), ('in', 1), ('moods', 1), ('and', 1), ('frowns', 1), ('and', 1), ('wrinkles', 2), ('strange', 1), (',', 0))","(('in', 1), (""many's"", None), ('looks', 1), ('the', 1), ('false', 1), (""heart's"", 1), ('history', 3), ('is', 1), ('writ', 1), ('in', 1), ('moods', 1), ('and', 1), ('frowns', 1), ('and', 1), ('wrinkles', 2), ('strange', 1), ('', None))"
Sonnet XCIII,4,But heaven in thy creation did decree/That in thy face sweet love should ever dwell;,"('but', 'heaven', 'in', 'thy', 'creation', 'did', 'decree', '/', 'that', 'in', 'thy', 'face', 'sweet', 'love', 'should', 'ever', 'dwell', ';')","('but', 'heaven', 'in', 'thy', 'creation', 'did', 'decree', 'that', 'in', 'thy', 'face', 'sweet', 'love', 'should', 'ever', 'dwell;')","(('but', 1), ('heaven', 2), ('in', 1), ('thy', 1), ('creation', 3), ('did', 1), ('decree', 2), ('/', 0), ('that', 1), ('in', 1), ('thy', 1), ('face', 1), ('sweet', 1), ('love', 1), ('should', 1), ('ever', 2), ('dwell', 1), (';', 0))","(('but', 1), ('heaven', 2), ('in', 1), ('thy', 1), ('creation', 3), ('did', 1), ('decree', 2), ('that', 1), ('in', 1), ('thy', 1), ('face', 1), ('sweet', 1), ('love', 1), ('should', 1), ('ever', 2), ('dwell;', None))"
Sonnet XCIII,5,"Whate'er thy thoughts or thy heart's workings be,/Thy looks should nothing thence but sweetness tell.","(""whate'er"", 'thy', 'thoughts', 'or', 'thy', ""heart's"", 'workings', 'be', ',', '/', 'thy', 'looks', 'should', 'nothing', 'thence', 'but', 'sweetness', 'tell', '.')","(""whate'er"", 'thy', 'thoughts', 'or', 'thy', ""heart's"", 'workings', 'be', '', 'thy', 'looks', 'should', 'nothing', 'thence', 'but', 'sweetness', 'tell', '')","((""whate'er"", None), ('thy', 1), ('thoughts', 1), ('or', 1), ('thy', 1), (""heart's"", 1), ('workings', 2), ('be', 1), (',', 0), ('/', 0), ('thy', 1), ('looks', 1), ('should', 1), ('nothing', 2), ('thence', 1), ('but', 1), ('sweetness', 2), ('tell', 1), ('.', 0))","((""whate'er"", None), ('thy', 1), ('thoughts', 1), ('or', 1), ('thy', 1), (""heart's"", 1), ('workings', 2), ('be', 1), ('', None), ('thy', 1), ('looks', 1), ('should', 1), ('nothing', 2), ('thence', 1), ('but', 1), ('sweetness', 2), ('tell', 1), ('', None))"
Sonnet XCIII,6,"  How like Eve's apple doth thy beauty grow,/  if thy sweet virtue answer not thy show!","('how', 'like', ""eve's"", 'apple', 'doth', 'thy', 'beauty', 'grow', ',', '/', 'if', 'thy', 'sweet', 'virtue', 'answer', 'not', 'thy', 'show', '!')","('', '', 'how', 'like', ""eve's"", 'apple', 'doth', 'thy', 'beauty', 'grow', '', '', '', 'if', 'thy', 'sweet', 'virtue', 'answer', 'not', 'thy', 'show!')","(('how', 1), ('like', 1), (""eve's"", None), ('apple', 2), ('doth', 1), ('thy', 1), ('beauty', 2), ('grow', 1), (',', 0), ('/', 0), ('if', 1), ('thy', 1), ('sweet', 1), ('virtue', 2), ('answer', 2), ('not', 1), ('thy', 1), ('show', 1), ('!', 0))","(('', None), ('', None), ('how', 1), ('like', 1), (""eve's"", None), ('apple', 2), ('doth', 1), ('thy', 1), ('beauty', 2), ('grow', 1), ('', None), ('', None), ('', None), ('if', 1), ('thy', 1), ('sweet', 1), ('virtue', 2), ('answer', 2), ('not', 1), ('thy', 1), ('show!', None))"
Sonnet XCIV,0,"They that have power to hurt and will do none,/That do not do the thing they most do show,","('they', 'that', 'have', 'power', 'to', 'hurt', 'and', 'will', 'do', 'none', ',', '/', 'that', 'do', 'not', 'do', 'the', 'thing', 'they', 'most', 'do', 'show', ',')","('they', 'that', 'have', 'power', 'to', 'hurt', 'and', 'will', 'do', 'none', '', 'that', 'do', 'not', 'do', 'the', 'thing', 'they', 'most', 'do', 'show', '')","(('they', 1), ('that', 1), ('have', 1), ('power', 2), ('to', 1), ('hurt', 1), ('and', 1), ('will', 1), ('do', 1), ('none', 1), (',', 0), ('/', 0), ('that', 1), ('do', 1), ('not', 1), ('do', 1), ('the', 1), ('thing', 1), ('they', 1), ('most', 1), ('do', 1), ('show', 1), (',', 0))","(('they', 1), ('that', 1), ('have', 1), ('power', 2), ('to', 1), ('hurt', 1), ('and', 1), ('will', 1), ('do', 1), ('none', 1), ('', None), ('that', 1), ('do', 1), ('not', 1), ('do', 1), ('the', 1), ('thing', 1), ('they', 1), ('most', 1), ('do', 1), ('show', 1), ('', None))"
Sonnet XCIV,1,"Who, moving others, are themselves as stone,/Unmoved, cold, and to temptation slow,","('who', ',', 'moving', 'others', ',', 'are', 'themselves', 'as', 'stone', ',', '/', 'unmoved', ',', 'cold', ',', 'and', 'to', 'temptation', 'slow', ',')","('who', '', 'moving', 'others', '', 'are', 'themselves', 'as', 'stone', '', 'unmoved', '', 'cold', '', 'and', 'to', 'temptation', 'slow', '')","(('who', 1), (',', 0), ('moving', 2), ('others', 2), (',', 0), ('are', 1), ('themselves', 2), ('as', 1), ('stone', 1), (',', 0), ('/', 0), ('unmoved', 2), (',', 0), ('cold', 1), (',', 0), ('and', 1), ('to', 1), ('temptation', 3), ('slow', 1), (',', 0))","(('who', 1), ('', None), ('moving', 2), ('others', 2), ('', None), ('are', 1), ('themselves', 2), ('as', 1), ('stone', 1), ('', None), ('unmoved', 2), ('', None), ('cold', 1), ('', None), ('and', 1), ('to', 1), ('temptation', 3), ('slow', 1), ('', None))"
Sonnet XCIV,2,They rightly do inherit heaven's graces/And husband nature's riches from expense;,"('they', 'rightly', 'do', 'inherit', ""heaven's"", 'graces', '/', 'and', 'husband', ""nature's"", 'riches', 'from', 'expense', ';')","('they', 'rightly', 'do', 'inherit', ""heaven's"", 'graces', 'and', 'husband', ""nature's"", 'riches', 'from', 'expense;')","(('they', 1), ('rightly', 2), ('do', 1), ('inherit', 3), (""heaven's"", 2), ('graces', 2), ('/', 0), ('and', 1), ('husband', 2), (""nature's"", 2), ('riches', 2), ('from', 1), ('expense', 2), (';', 0))","(('they', 1), ('rightly', 2), ('do', 1), ('inherit', 3), (""heaven's"", 2), ('graces', 2), ('and', 1), ('husband', 2), (""nature's"", 2), ('riches', 2), ('from', 1), ('expense;', None))"
Sonnet XCIV,3,"They are the lords and owners of their faces,/Others but stewards of their excellence.","('they', 'are', 'the', 'lords', 'and', 'owners', 'of', 'their', 'faces', ',', '/', 'others', 'but', 'stewards', 'of', 'their', 'excellence', '.')","('they', 'are', 'the', 'lords', 'and', 'owners', 'of', 'their', 'faces', '', 'others', 'but', 'stewards', 'of', 'their', 'excellence', '')","(('they', 1), ('are', 1), ('the', 1), ('lords', 1), ('and', 1), ('owners', 2), ('of', 1), ('their', 1), ('faces', 2), (',', 0), ('/', 0), ('others', 2), ('but', 1), ('stewards', 2), ('of', 1), ('their', 1), ('excellence', 3), ('.', 0))","(('they', 1), ('are', 1), ('the', 1), ('lords', 1), ('and', 1), ('owners', 2), ('of', 1), ('their', 1), ('faces', 2), ('', None), ('others', 2), ('but', 1), ('stewards', 2), ('of', 1), ('their', 1), ('excellence', 3), ('', None))"
Sonnet XCIV,4,"The summer's flower is to the summer sweet,/Though to itself it only live and die,","('the', ""summer's"", 'flower', 'is', 'to', 'the', 'summer', 'sweet', ',', '/', 'though', 'to', 'itself', 'it', 'only', 'live', 'and', 'die', ',')","('the', ""summer's"", 'flower', 'is', 'to', 'the', 'summer', 'sweet', '', 'though', 'to', 'itself', 'it', 'only', 'live', 'and', 'die', '')","(('the', 1), (""summer's"", 2), ('flower', 2), ('is', 1), ('to', 1), ('the', 1), ('summer', 2), ('sweet', 1), (',', 0), ('/', 0), ('though', 1), ('to', 1), ('itself', 2), ('it', 1), ('only', 2), ('live', 1), ('and', 1), ('die', 1), (',', 0))","(('the', 1), (""summer's"", 2), ('flower', 2), ('is', 1), ('to', 1), ('the', 1), ('summer', 2), ('sweet', 1), ('', None), ('though', 1), ('to', 1), ('itself', 2), ('it', 1), ('only', 2), ('live', 1), ('and', 1), ('die', 1), ('', None))"
Sonnet XCIV,5,"But if that flower with base infection meet,/The basest weed outbraves his dignity:","('but', 'if', 'that', 'flower', 'with', 'base', 'infection', 'meet', ',', '/', 'the', 'basest', 'weed', 'outbraves', 'his', 'dignity', ':')","('but', 'if', 'that', 'flower', 'with', 'base', 'infection', 'meet', '', 'the', 'basest', 'weed', 'outbraves', 'his', 'dignity', '')","(('but', 1), ('if', 1), ('that', 1), ('flower', 2), ('with', 1), ('base', 1), ('infection', 3), ('meet', 1), (',', 0), ('/', 0), ('the', 1), ('basest', None), ('weed', 1), ('outbraves', None), ('his', 1), ('dignity', 3), (':', None))","(('but', 1), ('if', 1), ('that', 1), ('flower', 2), ('with', 1), ('base', 1), ('infection', 3), ('meet', 1), ('', None), ('the', 1), ('basest', None), ('weed', 1), ('outbraves', None), ('his', 1), ('dignity', 3), ('', None))"
Sonnet XCIV,6,  For sweetest things turn sourest by their deeds;/  Lilies that fester smell far worse than weeds.,"('for', 'sweetest', 'things', 'turn', 'sourest', 'by', 'their', 'deeds', ';', '/', 'lilies', 'that', 'fester', 'smell', 'far', 'worse', 'than', 'weeds', '.')","('', '', 'for', 'sweetest', 'things', 'turn', 'sourest', 'by', 'their', 'deeds;', '', '', 'lilies', 'that', 'fester', 'smell', 'far', 'worse', 'than', 'weeds', '')","(('for', 1), ('sweetest', 2), ('things', 1), ('turn', 1), ('sourest', None), ('by', 1), ('their', 1), ('deeds', 1), (';', 0), ('/', 0), ('lilies', 2), ('that', 1), ('fester', 2), ('smell', 1), ('far', 1), ('worse', 1), ('than', 1), ('weeds', 1), ('.', 0))","(('', None), ('', None), ('for', 1), ('sweetest', 2), ('things', 1), ('turn', 1), ('sourest', None), ('by', 1), ('their', 1), ('deeds;', None), ('', None), ('', None), ('lilies', 2), ('that', 1), ('fester', 2), ('smell', 1), ('far', 1), ('worse', 1), ('than', 1), ('weeds', 1), ('', None))"
